content,sentiment
"Além das experiências cada vez piores com os produtos e retornos do comércio e do aplicativo, há um bug que não salva o cartão de crédito. Tive que pagar na entrega numa ocasião e em outra habilitareu cartão no Googlepay e pagar por lá. Agora desinstalei e espero não voltar mais! Aaaah sem contar que minha conta antiga foi pra Nárnia quando troquei de aparelho, nunca mais consegui recuperar",0
"Editado: o app não faz a mediação necessária com os estabelecimentos. Tem total descaso com o cliente e suas necessidades. A ideia é ir melhorando com as devolutivas, mas isso não acontece. Se fazemos pedido através de um App é para termos confiança, credibilidade e porque não queremos nos estressar. Estresse é o que define minhas últimas experiências.",0
"O app já foi bom. Mas agora cobram taxa de serviço, mesmo com um valor de compra de mais de 50 reais. O clube ifood agora só vende 2 cupons por vez, aumentou o preço, mas o desconto máximo continua 10 reais. Aplicativo cada vez mais lento, mostra restaurante como aberto quando na verdade está fechado e o cliente só descobre na hora de finalizar o pedido. App sem suporte nenhum ao cliente. Hoje estou com pedido atrasado em 1 hora pq o Ifood está sem entregador e prejudicou a mim e ao restaurante.",0
"App que usamos por não ter concorrente(e espero que algum dia tenha), porque a experiência de uso é sempre péssima! Você filtra por ""cafeteria"" e o que aparece é pizza, feijoada, lanches, doces.. tudo junto. Não tem opção de ocultar determinado local para não aparecer mais, ou por não ter gostado de algum pedido anterior, ou por ser um tipo de comida que você nunca vai pedir, por exemplo eu não como comida japonesa. A lista de restaurantes é extensa e não facilita o uso.",0
"O Ifood é ótimo! Até você precisar de suporte!! Tive meu antigo número roubado, e não consigo mais acessar o app mesmo que fosse para bloquear o clube que continua a descontar da minha conta! Eu PRECISO FALAR COM O SUPORTE, para solicitar a alteração do número de telefone e continuar como cliente, se alguém souber de um chat, email ou número que posso entrar em contato SEM LOGAR NO APP, agradeço muito, pois quando tento dizer ""este não é o meu número"" o app simplesmente da erro,isso já tem meses",0
"Fiz uma compra onde o valor foi descontado mas no app apareceu que eu não paguei nos pedidos mas no histórico de pagamento conta como pago, não tive retorno nem do estabelecimento e nem do próprio app, levei um calote. Péssimo também por não ter um canal onde o cliente possa abrir um chamado pra resolver este tipo de problema, no meu caso não tenho como cancelar o pedido por aparecer que não foi pago, então não tive reembolso.",0
"Diversos erros passaram a acontecer, restaurantes cancelando pedido por falta de ingrediente passou a ser comum, a plataforma parece não dar conta das atualizações dos restaurantes e acaba frustrando os clientes. Além disso, já foi mais em conta, é possível encontrar comércios que fisicamente cobram um preço e no ifood são mais caros. Preço subindo e qualidade caindo.",0
"antes, cobravam taxa de serviço quando o pedido era inferior a 25 reais. depois quando inferior a 30. depois 40. agora, mesmo fazendo um pedido de 49,99 e sendo do clube Ifood, cobram uma taxa de serviço de 0,99 para o pedido com uma justificativa que beira o risível. enfim. talvez seja hora de voltar a pedir diretamente nas lojas e deixar o app de lado.",0
"O serviço é claramente ruim (o app em si), mas não tem muito o que fazer pois não tem concorrentes. Mas inaceitável um app desses ser tão travado e lento ao navegar pelos restaurantes. Além do mais, agora parece um app chinês cheio de ""propaganda"" e informações.",0
"promoções falsas,cupons ilusórios,dobram o valor do produto pra colocar o desconto,isso se chama enganação,quando o lanche realmente está barato,dobram o valor da taxa de entrega,as vezes o estabelecimento nem cobra taxa,mas o iffod sim,e com o valor exagerado. Enfim,pura enganação,lamentável.",0
"olha eu ja to cansado de ter problemas com entregas nesse app! toda vez, sem exceção, é toda vez mesmo que eu compro algo tenho problemas com a entrega e tendo dor de cabeça! os restaurantes ja pedem um prazo longo para entregar e nunca entregem dentro do prazo! eu tenho que fica entrando no app mandando msg, pedindo intervenção do ifood, é sempre a mesma palhaçada! vcs deveriam cobrar dos credenciados que entreguem as coisas no prazo pra evitar que nós clientes ficamos tendo transtornos!",0
"Plataforma apresenta atrasos, os entregadores muitas vezes não entregam e colocam que não tinha ninguém pra receber. e não devolvem o que foi pago. Depois de mil anos recebemos MSG dizendo que tentaram entrar em contato conosco, mas só depois de avisar que não fara o reembolso, realizamos o mesmo pedido novamente e conseguimos receber "" que interessante não?. Ainda bem que muitos estabelecimentos estão investindo em entregas próprias pra não dependermos mais desse App.",0
"Gosto do app, mas estou detestando a quantidade de propagandas e indução para pagar assinatura. Tem que ter muito cuidado para não se comprometer. Está precisando de um concorrente que jogue mais limpo ou mudar a equipe que está fazendo isso. Deve ter comissão rolando. Está ficando cada vez pior.",0
"Péssimo aplicativo. Muitos restaurantes sem contato. Tive problemas com pedidos incompletos e a única coisa que o iFood fez foi ressarcir a parte que não veio, sem levar em consideração a espera, a fome e o estresse (poderiam ter oferecido um voucher) Restaurantes incomunicáveis quando ocorrem erros. Dificuldade de cancelar quando se erra o pedido. Somos reféns desse app quando queremos pedir delievery e eu sinceramente sinto saudade dos tempos em q vc ligava direto pro restaurante p/pedir",0
"tiraram os filtros de entrega gratis e opção de pesquisa. Nas abas de promoção o Ifood tirou a opção de pesquisa, caso o cliente esteja com vontade de comer um lanche por exemplo ele é o obrigado a ver tudo, e pior não tem mais opções de filtros por exemplo entrega gratis i menos valor.",0
"Seria interessante ter como ver cartões cadastrados para compra direto no app, e também o canal do whatsapp não ser apenas informar mas funcionar como suporte para facilitar um pouco mais a resolução de problemas diversos relacionados ao app, outra coisa que seria muito interessante é conseguir cancelar o iFood Club direto no app",0
"Estou escrevendo essa avaliação como contestação da péssima qualidade do atendimento. Comprei vários cafés pelo Ifood, pois o preço estava ótimo, quando os produtos chegaram um dos cafés que é embalado a vácuo estava estufado comprometendo a qualidade do produto, pedi o reembolso eles não aceitaram, tentei entrar em contato novamente mas o atendimento foi finalizado sem outra chance de contestação. Atendimento nota 0.",0
"Péssimo, o app oferece promoções você compra e na fatura do cartão cobra o valor integral e não há ninguém que possa resolver. Minha experiência como cliente foi horrível! Por isso estou desinstalando o app e pretendo nunca mais usar os serviços do ifood.",0
"Ifood cada vez mais deixando de ser uma opção, cada dia que passa tudo esta mais caro. Taxas de entrega altissimas, algumas vezes quase equiparando o valor do que vai pedir, ai cobram mais e mais taxas. Ifood só em ultimo dos ultimos casos.",0
"péssimo. quando pedimos em nosso local de trabalho alguma promoção. o moto fica com a entrega ! pq nunca recebo as entregas sai pra entrega e tudo só não chega pra mim mesmo. promoções ruins diz ser 0,99 e é cobrado 2,00 coisas de propaganda falsa. devia ser passado um pente fino tem muito entregador que fica com o pedido do cliente",0
"TIREM PRINT DE TUDO QUE VCS FAZEM. Na última compra, o cupom não foi aplicado por falha no aplicativo e só descobri após consultar o meu banco. Expliquei a situação ao atendente, ele solicitou print de tela para comprovar que eu realmente quis aplicar o desconto. Como não tirei print, por não perceber a tempo o erro e confiar no aplicativo, não vão aplicar o desconto nem devolver o dinheiro. Será que acham que eu pago o Clube para ficar de enfeite? Só sendo msm. QUERO MEU DINHEIRO DE VOLTA.",0
"Optin de reembolso malicioso e camuflado, tenho valor expressivo congelado, por conta de falha do estabelecimento, que não desejo usar na plataforma, devido a outros problemas e extrema dificuldade de entrar em contato com o suporte, e que o ifood se recusa a me devolver. Acionando o PROCON e me descadastrando desta plataforma de idoneidade duvidosa. Não recomendo por falta de transparência e desrespeito extremo ao cliente.",0
"gosto muito do Ifood, mas infelizmente há um bom tempo a opção carteira parou de funcionar pra mim, e o pix tb não funciona. Já tentei entrar em contato para ver como arrumar, porém é impossível um contato com alguém. já desinstalei, reinstalei e nada. vamos ver se aqui alguém me dá atenção.",0
"Atendimento péssimo! Toda vez que uma questão precisa ser resolvida a má educação e a atenção concedida são de profissionais que demonstram zero competência e interesse em resolver, não recomendo. Péssimo 2, não permite cancelar o pedido feito em menos de 2 minutos da sua conclusão. inclusive em desrespeito ao cdc.",0
"Depois dessa última atualização ficou horrível fazer os pedidos. todas as lojas estão no formato de entregas padrão ou seja, desapareceu a opção retirada. entrei em contato com as lojas e eles disseram que não mudaram as opções de entrega, de fato é uma falha do sistema do próprio Ifood. entrei em contato com o Ifood e eles não resolveram meu problema. já reiniciei, já desinstalei e instalei de novo e nada.",0
"Não estou conseguindo acessar o aplicativo. Só aparece a mensagem ""Algo deu errado"". Já apaguei o cache e não adiantou. Reinstalei e ao tentar acessar a minha conta pelo número de telefone ou WhatsApp também aparece a mesma mensagem. Meu Wi-Fi está normal, estou acessando Instagram, Netflix, tudo normal. Tentei una resposta pela página do Ifood no Instagram, mas não responderam...",0
"Esse club Ifood eh uma mentira , minha irmã tem , e fizemos a comparação entre a minha conta e a dela . Mesmo pedido , enquanto o meu não cobrava frete , o da minha irmã cobrava 10 reais e o preso eram os mesmos no final . Mais uma reclamação , ao selecionar a opção de pagamento em Vr , quando faço o pedido no restaurante e concluo a forma de pagamento em Vr não aparece , obrigando a pagar com outra forma de pagamento , sendo Pix ou cartão de crédito e débito . UMA FARSA TOTAL",0
"O app faz o básico nos permitindo conhecer e pedir em lugares que nao teriamos acesso em outras plataformas. Mas vejo que cada vez mais o app tem priorizado os restaurantes e mercados, permitindo um serviço muito ruim por parte das lojas e cobrando taxa de serviço a cada pedido que fazemos. Isso é falta de respeito com o cliente. Poderiam, ao menos, colocar as avaliações que fazemos mais acessíveis. Se já pedimos em uma loja, a avaliação deveria aparecer junto com as informações da loja.",0
"O app está apresentando problemas como: - Os entregadores informam que concluíram a solicitação, sem inserir o código de identificação do cliente, dificultando o inicio da ajuda com a equipe do iFood. - Box iFood: O entregador deixa o produto em uma das caixas, mas quando verificamos o pedido, não mostra o código ou QR Code para retirar o pedido. A central de atendimento está demorando excessivamente. Fiquei quase 1 hora esperando e acabei pedindo ajuda para equipe de manutenção do condomínio.",0
"não é vantagem entrar no clube Ifood.exemplo: estou com cupom de 10 em frete e outro de 10 que é da plataforma mais os dois não pode ser aplicados juntos , se eu quiser aplicar o de frete eu não posso aplicar o de desconto na compra dos itens. podia oferecer frete grátis pelo menos mas lojas salvas como favoritas. não dá pra usar o desconto do clube no frete nos supermercados e farmácias,desconto não é válido em itens promocional.no clube da desconto de 10 no frete mais só acima de 60.ruim clube",0
"Está muito ruim esse aplicativo. Quando você filtra os pedidos por preço, ele não filtra nada, fica tudo misturado os mais caros com os mais baratos, uma bagunça. E quando dá algum problema no pedido e você precisa cancelar, é uma burocracia danada. Não existe botão para pedir cancelamento, tem que ir na aba ""ajuda"" e ter a resposta da loja ainda. Péssimo.",0
"Fluxo de suporte fica devendo, nunca tive problemas com o app e por sua qualidade eu sempre achei q teria um bom suporte também. Hoje meu pedido foi cobrado duas vezes mas o app apresentava erro e dizia que não foi possível concluir a solicitação, por conta disso esse pedido continua na sacola mesmo tendo sido cobrado duas vezes, no 'suporte' havia apenas um FAQ e nenhum fluxo para um atendimento real com alguém, tenho o registro das cobranças mas ninguém para acionar o restaurante",0
"Depois da atualização ficou horrível! Péssima usabilidade e muita dificuldade para identificar os restaurantes, o layout sem os logotipos e com as fotos maiores na home é super ruim. Antes era fácil assimilar produtos e restaurantes preferidos, mas a experiência sem os logotipos complicou muito. As informações ficam perdidas com o espaço maior, enfim... Não sei se é um beta, mas passei a usar o celular do meu namorado pra pedir porque a versão antiga é infinitamente melhor.",0
"O app, funciona mto bem, adoro as promoções, mas gostaria que tivesse mais ferramentas para proteção do consumidor, comprei um lanche, e não era o nada como o prometido, avaliei com uma estrela a loja e ainda me responderam de maneira muito negativa, o caso se repete com muitos outros clientes, deveria ter mais formas para poder denunciar e penalizar locais com atendimento péssimo, além de tomar nosso dinheiro, nós fazem de chacota.",0
"o Ifood está enganando os usuários com o clube Ifood, o app está mostrando um valor na lista de produtos de até 50%, assim mostrando o valor que pode chegar, e na hora de aplicar o cupom ganhei 25% de desconto. eu sei que o cupom é ""até"", mas na hora listar o item e de adicionar ao carrinho mostra o valor com 50% de desconto assim causando um mal entendido entre valores mostrados na listagem de produtos e de fato no valor final.",0
"As promoções são todas falsas, mostram um produto barato mas quando você vai pagar o item dobra de preço por causa da taxa do app, do frete e várias vezes te pegam na armadilha do pedido mínimo, aí você é obrigado a gastar mais com algum outro item que você não queria ou desistir da compra. Cupons de desconto? Só se ficar 3 meses sem comprar nada. Tive um problema com saldo da carteira constando um valor que eu poderia usar mas quando eu abria ela estava vazia e não me permitis nenhum uso.",0
"Simplesmente decepcionada com a opção ajuda q não ser pra nada. Abri um reclamação na opção ajuda por ter faltado item em meu pedido (detalhe eu só queria o meu lanche nada mais ) porém veio faltando solicitei reembolso pq eu tive q comprar em outro lugar pq o meu pedido veio incompleto, porém de acordo com a. Ifood não pode ser feito nada sobre o assunto.Sinceramente me sinto enganada e roubada vou cancelar minha conta e recomendo q não baixei este app só dá dor de cabeça. Insatisfeita e roubou",0
"Esse aplicativo é bom para pedir algo para comer só se for para 3 ou mais pessoas. Para um pessoa os pedidos mínimos para entrega grátis tem um valor minimo alto,ou tem vendas casadas com 3 ou mais produtos. Quando o valor é baixo muitos parceiros do aplicativo exigem que o cliente acrescente mais produtos que se torna inviável",0
"Dificuldade de acesso ao atendimento.Cancelar entrega visto o atraso frequente de 30 ou 40 min ou ausência de entrega é quase impossivel.Qualquer um pode entrar na minha rua e eles nao vem até o portão. já aconteceu de dar em um toque e desligar para dizer que ligaram, e depois cancelarem (corri para o portão já não estava). infelizmente é um aplicativo que não tem concorrência Espero que logo tenha. Não me sinto segura ou protegida como cliente. OBS: JAMAIS FAÇA UM PEDIDO E PAGUE COM ANTECEDÊ",0
"Interface do aplicativo recolhe a barra superior ao percorrer a lista de restaurantes para baixo, mas expande de novo quando para de percorrer. Cliquei no restaurante errado umas 3 vezes já. Problema besta que passou.",0
"App péssimo em oferecer um atendimento aos usuários, faz mais de 15 dias que enviei um e-mail, e nunca me responderam! A gente indica uma pessoa, e o cupom nunca é valido a loja nenhuma, quando é valido não recebemos pela indicação! evitasse fraudes com CPF ou telefone obrigatório! e por último tudo super inflacionado, cupons ilusórios e PARA COMPLETA TIRARAM OPÇÃO DE RETIRADA EM LOJA E TODAS AS LOJAS ESTÃO COLOCANDO PREÇO DE ENTREGA ABSURDOS PARA DAQUI PARA ESQUINA PODE CUSTAR DE 8 A 30 REAIS🤣",0
"Péssima, recebi na portaria um pedido errado e ao informar o porteiro o entregador já havia se mandado. Tentei contato com o ifood e depos e 2 horas responderam me pedindo desculpas e me oferecendo um cupom de 8 reais. Mas o mais interessante é que meu pedido foi de 164,29 e sequer cogitaram cancelar ou reembolsar, sendo assim, fiquei sem o pedido e com o prejuízo. Um total absurdo e desrespeito. Não utilizem este lixo de plataforma.",0
"Não é de hoje que percebo que está ficando mais dia mais difícil resolver os problemas com pedidos, algumas vezes que já tive problemas como atraso, itens que não vieram, e simplesmente é quase impossível resolver, a última vez tive um problema com meu pedido, porque veio faltando itens, não consegui falar com a loja, o app deveria ser uma facilitador e não tem sido, e essa questão do estorno ser no app e não estornar o dinheiro em conta, também é algo que não faz nenhum sentido.",0
"Tenho um reembolso pendente e o ifood permite apenas uma mensagem de 100 caracteres para você apresentar os fatos, coloca um comprovante de pagamento que não coincide com a data de pagamento e não faz mais nada para resolver seu caso. não compre mercado no ifood, eles não sabem reembolsar valores pagos por produtos faltantes.",0
"Péssimo, me enviaram 2 sorvetes recongelados/estragados e nao reembolsaram, fiquei com mais de 60 reais de prejuízo. No reclame aqui dão respostas padrão e ignoram o problema do cliente que fica com o prejuízo. Não confio mais, desinstalando. Ansiosa pela chegada do concorrente Keeta",0
"experiência péssima! comprei e paguei, motoboys que vem pelo próprio Ifood não acham o endereço, nunca vão no lugar corretamente e infelizmente perdi meu dinheiro.... estou muito triste , mandei mensagem pro Ifood querendo saber oq eu poderia fazer já que a culpa não foi minha mas eles não me responderam! olharam e não responderam, isso é uma falta de respeito com o cliente! perdi meu dinheiro mas também eu nunca mais vou usar o app e muito menos indicar mais nada por aqui! perderam cliente!",0
"já foi bom; hoje em dia é um problema: abre o aplicativo mas fica em erro, não sendo possível fazer o pedido. outras vezes faz o pedido mas não conclui o pagamento (sendo a mesma forma de pagamento usada há anos); outras vezes não reconhece o endereço... Gostava de usar pela comodidade; hoje o tempo que se perde pra fazer o app funcionar, é mais fácil ir diretamente em algum estabelecimento e fazer a compra: menos stress e mais barato.",0
"Péssimo app. Não tem resolução quando a loja parceira entrega faltando produtos. Não se tem uma explicação quanto a devolução, se vier errado. Nem o que é necessário, em caso de reclamação. Não uso mais, tem outros app melhores. o sistema é péssimo, tentei fazer uma reclamação e não tinha como selecionar só o que não veio, selecionava o item e o sistema selecionava tudo. Não tem resolução do problema e não tem nem contato com SAC.",0
"Sempre comprei e paguei com dinheiro, de uma semana para cá não deixa mais pagar com dinheiro na entrega dizendo que está indisponível, mas eu sempre paguei com dinheiro na entrega, e meu vizinho consegue, só eu não, app tá travado(ele está na Última versão) e já tá uma semana assim, travado, não consigo acessar os meios de pagamento, nunca carrega, já desinstalei e instalei de novo e nada mudou!!!!!",0
"péssimo serviço, pedi um jantar que levou 1 hora para chegar, e pra ficar melhor, o motoboy chegou sem meu pedido, falando que não achou o restante e que deu saída sem querer, uma desculpa péssima, o restaurante não tem canal de comunicação, o app então nem se fala péssimo, não tem um telefone pra fazer com o restante porque eu iria retirar já que o entregador foi incompetente, e agora fico 12 horas com fome no trabalho a noite porque o app e entregador são incompetente, péssimo serviço",0
"terrível, ativou o Clube sem minha autorização, só porque realizei uma compra com cartão de crédito, e no outro dia apareceu a compra do clube, sem minha autorização! e não facilitam o estorno! até agora tentando tirar meu cartão desse App e eles bloqueiam! pq está ativado CLUBE!",0
"Aplicativo muito confuso pelo excesso de informação. Não consigo filtrar os restaurantes que aceitam alelo, o que para mim é ponto negativo. parece que a iFood dificulta utilizar Vales que não são deles. Abri uma reclamação no Reclame Aqui e mal me atenderam.",0
"aplicativo deixando a desejar, já vão para 2 pedidos que eu fiz na plataforma que vieram faltando itens, quando está tudo ok e avalio positivo, o app não trava não dá erro, porém nas duas situações em que fui avaliar negativamente aparece mensagem de erro para tentar mais tarde. ou seja o algoritmo só permite avaliação positiva. fora que mostra a promoção e quando você abre ela não existe, falta de respeito total com quem é usuário do app.",0
"Extremamente frustrante. Fiz uma compra em uma loja parceira do Ifood que está com pedido em atraso há quase três horas. A loja não responde minhas mensagens, na opção de ajuda do aplicativo só tem duas opções: problema de pagamento e política de cancelamento. O mínimo esperando do aplicativo seria uma atendimento virtual que pudesse ajudar nessa demanda.",0
App horrível! Ultimamente não tenho conseguido finalizar um pedido pq dá erro na tela. Limpei o cache do aplicativo pra entrar novamente e ao digitar o código sempre dá como expirado. Outro ponto é que precisei cancelar um pedido e nem o restaurante e nem o suporte me deu SUPORTE de fato. Fiquei na mão e perdi dinheiro!!!,0
"ifood permite que os restaurantes repetidamente anunciem produtos que parecem bons mas o produto que é enviado é sempre pequeno, muito menor do que mostra e com menos qualidade, menos recheio etc. Raramente condiz com o produto anunciado e com o valor pago. não há nada que comprove o que a aparência real do produto final e mesmo mostrando para o ifood a piada de produto que é enviada, não ligam. existem lugares com as mesmas imagens repetidas dentre si e o lanche é inferior. anos usando e chega.",0
"Para mim, pedir pelo iFood só me traz uma certeza, a de que vou me estressar. Tenho formas de pagamento cadastradas e assinatura Clube. Ainda assims as transações dão problema (e não é com o cartão, sempre ligo para o SAC do banco para confirmar). O suporte é difícil e com muita insistência, sou atendido HORAS após as ocorrências que, em geral, não vale mais de nada. Precisa melhorar muito. Como se não bastante, os cupons de desconto e as promoções são repletas de regras que os inviabiliza.",0
"Já tem 2 meses que não consigo utilizar a opção pagar na entrega, quando tento usar essa opção aparece tudo como indisponível (crédito, débito, etc). Verifiquei que outras pessoas não têm esse problema. No campo ""ajuda"" do app, não tem nada que possa ser utilizado e nem tem opção para enviar uma mensagem para o Ifood. No site não tem opção de mandar email. Ou seja, NÃO EXISTE opção para ter suporte da Ifood. E não entendo porque essa restrição aconteceu na minha conta. PÉSSIMO",0
"Péssimo! Não recomendo, o Ifood já foi melhor. Ultimamente tenho recebido muitos pedidos errados ou então faltando, ""-Ah! Mas isso é Problemado estabelecimento"" sim mas, o problema precisa ser resolvido correto? E o que eu posso dizer é, o Ifood não devolve de maneira certa ou sequer resolve o problema. De 5 pedidos que fiz nas últimas 2 semanas, os 5 vieram errado ou faltando, o Ifood resolveu? NÃO! ele no máximo te devolve uns 8 a 12 reais por ""consideração"" Tá afim de ser roubado? Peça Ifood!",0
"Está sendo completamente inviável comprar algo pelo iFood, os cupons simplesmente não pode ser usados. Acredito que exista um complô entre restaurantes e o app que facilita os donos de restaurantes a deixar os produtos de uma forma que não possam ser usados. Os valores nunca bate o pedido mínimo e agora, os cupons não podem ser selecionados, pois, qua do vamos para a sacola, aparece a informação que o restaurante já deu um desconto que é o valor do produto, ou seja, o pedido mínimo não foi aceit",0
"Software mal desenvolvido, se usado no tablet, não tem capacidade de ser usado em landscape, força o tablet a ser usado sempre do mesmo lado (Errado (Em portrait) pois tenho teclado!), se você tem problemas com a entrega, é um problema seu, não tem capacidade de mitigar os problemas, NÃO PRESTA!!! (resolveu somente 1 de 10 problemas!) Só se for usado no celular e não tiver problemas! Falta muito para ser chamado de um SW razoável.",0
"O sistema de reembolso por cancelamento de pedido do aplicativo é ridículo . Ao invés de estornar o valor para a conta onde foi creditado, eles prendem o seu dinheiro na plataforma deles, obrigando os usuários a deixar o dinheiro lá para usar em outro pedido. Acredito que isso seja até antiético, pois nenhum usuário é obrigado a deixar o dinheiro se não quiser!",0
"Vim aqui para dar 1 estrela e para minha surpresa eu já tinha dado 1 estrela. Se tiver algum problema, fala só com robô, e um robô burro e sem opções para resolver seu problema. Várias vezes tive problemas que não foram solucionados um app tão famoso deveria ser muito melhor. Tudo caro devido às altas taxas cobradas dos estabelecimentos e cobram até dos clientes para eles receberem descontos, e ainda tem esses péssimos problemas que não tem solução.",0
"Sempre usei muito tranquilamente, mas ultimamente tenho tido vários problemas que não foram resolvidos e é simplesmente impossível achar um meio de comunicação com a plataforma. Por isso o comentário na Playstore. O app tá horrível e as opções de ajuda não ajudam, não consigo fazer pagamento na entrega pois ""a forma de pagamento está indisponível"". Indisponível por que????? percebi que ultimamente as pessoas estão comentando o mesmo problema por aqui , quando o Ifood vai se posicionar sobre????",0
"Qualquer produto nesse app custa bem mais do que diretamente no restaurante, mas mesmo assim o ifood ainda cobra uma taxa extra do usuário em qualquer compra. O sistema de cupoms que no princípio era bom e valia pena, hoje, é feito para enganar e te fazer a gastar mais. Agora é oferecido um serviço de assinatura, é bizarro. Péssimo serviço dessa empresa, não pensa no cliente em momento algum. Não recomendo!!",0
Muito ruim o atendimento. tive um problema com um lanche devolveram o valor do lanche que faltou. mas não me reembolsaram a taxa de entrega. sendo que eu teria que pedir o lanche que faltou por erro do Macdonald e pagar outra taxa de entrega. um absurdo isso. por isso vou desinstalar esse aplicativo e começar a pedir em outros apps.,0
"Não consigo fazer pedidos em nenhum restaurante do ifood. Tentei o dia inteiro em vários e aparece a seguinte msg: Algo deu errado, por favor acesse a ajuda para falar com a gente. O problema é que nem um suporte pelo aplicativo eu consigo. Já desinstalei o app, limpei cache, dados e nada. Eu escolho o método de pagar na entrega. Não é possível que seja por isso que está dando erro.. senão nem deveria ter essa opção então.",0
"O restaurante esperou até o último prazo para entrega e cancelou o pedido. O reembolso foi automático em saldo do Ifood, quando entrei em contato para solicitar o reembolso na minha conta, da mesma forma que foi realizado o pagamento, simplesmente falaram que não era possível. Que o reembolso era em saldo do Ifood e pronto. Um absurdo isso, palhaçada! No mínimo deveriam perguntar ao cliente como gostaria, ou já realizar da mesma forma que foi pago. Ridículo.",0
"Infelizmente não é nem a primeira e nem a segunda vez que o meu pedido é cancelado dps de muito tempo que estava ""em preparo"". Toda vez que isso acontece eu perco meu almoço no dia e ainda nem consigo avaliar o restaurante que cancelou meu pedido. Uma piada! Não vejo a hora de um concorrente chegar para eu poder substituir esse app.",0
"A ordenação por preço na lista de refeições (pratos especiais) não funciona. Parece que apenas apenas fica mais aleatório. E na ajuda não tem opção de enviar uma reclamação/sugestão, tive que vir aqui e colocar uma estrela para ver se lêem meu comentário como reclamação.",0
